,Unnamed: 0.1,Unnamed: 0,title,artist,rank,date,lyrics_x,lyrics_y,final_lyrics,lyrics-scraped
12150,12150,52664,How Does It Feel To Be Back,Daryl Hall John Oates,74,1980-07-26,,,,"[Verse 1]
Please return, come back, I've been saving your place
Too much time has elapsed, unreality, memory erases
And the rules and the rights and the wrongs don't apply
Far apart, so together is destiny wedded
to fate

[Pre-Chorus 1]
Now I write the script, you direct my dreams
We're alone
on the beach for the passionate scene
And it's a drag to wake up with you, saying to me

[Chorus]
How does it feel to be back?
How does it feel to be back?
How does it feel to be back in my arms again?

[Verse 2]
I'm bored and alone and it's weakening me
One night out and I'm looking for trouble and finding it's easy
You know we all make mistakes and we all need the touch of a hand
In the right kind of place, in a time of need

[Pre-Chorus 2]
I could pick up the phone, but the talk ain't cheap
I pick up on the thoughts that you're sending to me
And I wait for the day I hear you saying to me
[Chorus]
I say baby, how does it feel to be back?
How does it feel to be back?
How does it feel to be back in my arms again?
How does it feel to be back in my arms again?

[Bridge]
And in my dreams I hear you saying to me

[Chorus]
Say baby, how does it feel to be back?
How does it feel to be back?
How does it feel to be back in my arms again?
How does it feel to be back in my arms again?
How does it feel to be back in my arms again?

[Outro]
How does it feel to be back?
How does it feel?
How does it feel to be back?"
12151,12151,52692,Cry Just A Little,Paul Davis,79,1980-07-26,,,,"Do your dreams ever take you back when love was new
Does your heart ever long for those days when love was true
Seems like that magic of yesterday has just slipped away
So my darlin', before you go
Oh, I hope you know

I'm gonna cry just a little, I'll die just a little
'Cause I still love you and I'll always love you
Cry just a little, I'll die just a little
'Cause I still love you and I'll always love you
I still remember when

We used to laugh at the silly things that we used to say
Now the song that I sing to you just turns you away
I never knew lovers could turn into strangers over night
How could I be so blind to the danger
Oh, it's just not right

I'm gonna cry just a little, die just a little
'Cause I still love you and I'll always love you
Cry just a little, I'll die just a little
'Cause I still love you and I'll always love you
I still remember when

I'm gonna have to cry just a little, or die just a little
'Cause I still love you and I'll always love you
Cry just a little, I'll die just a little
'Cause I still love you and I'll always love you
Cry just a little, or die just a little
Yes I'll always love you, I'll always love you
Cry just a little, die just a little
I'll always love you
Cry just a little, die just a little"
12152,12152,52691,Where Did We Go Wrong,Frankie Valli & Chris Forde,93,1980-07-26,,,,
12153,12153,52690,Mirage,Eric Troyer,92,1980-07-26,,,,
12154,12154,52683,First...Be A Woman,Lenore O'malley,90,1980-07-26,,,,"You can go to Harvard
You can be a pilot
You can be an astronaut
But first, be a woman, ooh ooh...
When you're walking down the street
Show your feminine appeal
Even tho' you're wearing jeans
It's important to be real
You were born to be yourself
So no matter how you feel
If you want to impress the opposite sex
When he takes you for a ride
Let him open you the door
When he asks you for a dance
Let him lead you to the floor
When he kisses you good night
You just leave him wanting more
You can do all you can
Say I am what I am
But first be a woman... oh oh oh oh
When he takes you out to dine
Don't you end up in his bed
Wedding bells will ring in time
Make him dream of you instead
And his passion can be like
All the stories that you've read
He can be Romeo if you act like Juliet
Nowadays it ends too soon
Even tho' it's just begun
You can take him to the moon
He'll leave with the morning sun
So take a lesson from the past
Make him want and make him run...
(You can't be a quarterback
He can't wear a pretty dress
You cannot be Superman
And he's not a shy princess
So why try to be alike
When it's only self defense ?
You've got grace, he's got style
And together you'll rhyme
So remember to be true
To the legend that you are
All the feminine in you
Has worked miracles so far
So head up high and don't be shy
You can reach for any star
You can do all you can...
Say I am what I am
You can be an executive
Hhh ! You can drive a train
You can be a detective..."
12167,12167,52757,Everything Is Alright,Spider,86,1980-08-09,,,,"[Verse 1]
Oh, lover
Yeah, you don't have to go
'Cause I need you, just give us time to grow

[Chorus]
And everything is alright
Just sit here and hold me tight
Yes, everything is alright, alright

[Verse 2]
You say you need your space
So don't worry, we'll take an easy pace

[Chorus]
And everything is alright
Just sit here and hold me tight
Yes, everything is alright, alright

Everything is alright
Just sit here and hold me tight
Yes, everything is alright, alright

[Verse 3]
There's no one else like you
Yeah, you're crazy
I love the things you do
[Chorus]
And everything is alright
Just sit here and hold me tight
Yes, everything is alright
Just sit here and hold me tight

Yes, everything is alright
Just sit here and hold me tight
Yes, everything is alright
Just sit here and hold me tight
Oh-oh-oh

[Outro]
Alright, hold me tight
Everything is alright (alright, hold me tight)
Yes, everything is alright (alright, hold me tight)
Yes, everything is alright (alright, hold me tight)
Yes, everything is alright (alright, hold me tight)
Alright, hold me tight
Alright, hold me tight
Alright, hold me tight"
12177,12177,52776,(Sartorial Eloquence) Don't Ya Wanna Play This Game No More?,Elton John,82,1980-08-09,,,,
12188,12188,52809,My Prayer,"Ray, Goodman & Brown",83,1980-08-23,,,,
12189,12189,52808,"Girl, Don't Let It Get You Down",The O'Jays,84,1980-08-23,,,,"Don't let it get you down, girl
Don't let it get you down
I'll bring you back around, girl
I'll bring you back around

He broke your heart
And made you cry
He took your love
Then said goodbye

You live and you learn
Experience will teach you every time
I told you I'd be standing here
'Cause I'm the next in line

Don't you let it get you down, girl
Don't let it get you down
I'll bring you back around, girl
I'll bring you back around

He promised you
Security
But it was only
Fantasy

Here's my shoulder
It's for you to cry, to cry on
I offer you a true love
A love you can rely on
Don't let it get you down, girl
Don't let it get you down
I'll be standin' right there to bring you around, girl
I'll bring you back around

Here's my shoulder
It's for you to cry, to cry on
I offer you a true love
A love you can rely on

Don't let it get you down, girl
Don't let it get you down
I'll be standin' right there to bring you back around, girl
I'll bring you back around

He broke your heart and made you cry
Don't let it get you down
Here's my shoulder to cry on
Don't let it get you down

He took your love and said bye, bye-bye
Don't let it get you down, get you down
So I'm offerin' you true love
So don't let it get you down

He promised you security
Don't let it get you down
Everybody knows, everybody knows that you're too fine, too fine
Don't let it get you down"
12190,12190,52807,Late At Night,England Dan Seals,72,1980-08-23,,,,
12193,12193,52842,Good Morning Girl/stay Awhile,Journey,87,1980-08-23,,,,
12203,12203,52940,Leaving L.A.,Deliverance,73,1980-09-06,,,,
12219,12219,53090,The Part Of Me That Needs You Most,Jay Black,98,1980-09-20,,,,
12226,12226,53159,Cry Like A Baby,Kim Carnes,72,1980-10-04,,,,"When I think about the good love you gave me
I cry like a baby
Livin' without you is drivin' me crazy
I cry like a baby
Well I know now that you're not a plaything
Not a toy or a puppet on a string

As I look back on a love so sweet
I cry like a baby
Every road is a loney street
I cry like a baby

Today we passed on the street
And you just walked on by
My heart just fell to my feet
And like a fool
I began to cry

When I think about the good love you gave me
I cry like a baby
Livin' without you is drivin' me crazy
I cry like a baby"
12228,12228,53144,Case Of You,Frank Stallone,80,1980-10-04,,,,
12234,12234,53185,More Bounce To The Ounce Part I,Zapp,97,1980-10-04,,,,
12235,12235,53178,This Time,John Cougar,74,1980-10-04,,,,
12239,12239,53101,You've Lost That Lovin' Feeling,Daryl Hall John Oates,41,1980-10-04,,,,"[Verse 1]
You never close your eyes anymore when I kiss your lips
And there's no tenderness like before in your fingertips
You're trying hard not to show it
But baby, baby I know it

[Chorus]
You lost that lovin' feelin'
Oh, that lovin' feeling
You lost that lovin' feelin'
Now it's gone, gone, gone, oh, oh, oh

[Verse 2]
No there's no welcome look in your eyes when I reach for you
And girl, you're starting to criticize little things I do
Ooh, it makes me just feel like cryin'
'Cause baby, something beautiful's dying

[Chorus]
You lost that lovin' feelin'
Oh, that lovin' feeling
You lost that lovin' feelin'
Now it's gone, gone, gone, oh, oh, oh

[Bridge]
Baby, baby, I get down on my knees for you
(Get down on my knees)
If you would only love me like you used to do
(If you would only love me, love me)
We had a love, a love, a love you don't find everyday
(A love you don't find)
So don't, don't, don't let it slip away (Away)
I said, baby, baby, baby, baby
(I'm beggin' you, please) I'm beggin' you, please
I need your love (I need your love)
I need your love
So bring it on back (Bring it on back)
Now bring it on back
Now bring it on back
[Chorus]
You've got to bring back that lovin' feelin'
Oh, that lovin' feelin'
Bring back that lovin' feelin'
'Cause it's gone, gone, gone
And I can't go on, oh, oh, oh

[Chorus]
Bring back that lovin' feelin'
Oh, that lovin' feelin'
Bring back that lovin' feelin'
'Cause it's gone, gone, gone

[Chorus]
Bring back that lovin' feelin'
Oh, that lovin' feelin'
Bring back that lovin' feelin'
'Cause it's gone, gone, gone

[Chorus]
Bring back that lovin' feelin'
Oh, that lovin' feelin'
Bring back that lovin' feelin'
'Cause it's gone, gone, gone"
12245,12245,53214,Private Idaho,The B-52s,85,1980-10-18,,,,"[Intro: Kate Pierson]
Hoo hoo hoo hoo hoo
Hoo hoo hoo hoo hoo
Hoo hoo hoo
Hoo hoo hoo hoo hoo

[Verse 1: Fred Schneider, Kate Pierson]
You're livin' in your own Private Idaho

Livin' in your own Private Idaho
Underground like a wild potato

Don't go on the patio
Beware of the pool

Blue bottomless pool
It leads you straight right through the gate
That opens on the pool

[Chorus: Kate Pierson, Kate Pierson & Cindy Wilson, Fred Schneider]
You're livin' in your own Private Idaho
You're livin' in your own Private Idaho
Keep off the path, beware of the gate
(Your own Private Idaho)
Watch out for signs that say ""hidden driveways""
(Your own Private Idaho)
(Woah, oh, woah-woah)
Don't let the chlorine in your eyes
Blind you to the awful surprise
(Yeah)
That's awaitin' for you at
The bottom of the bottomless blue, blue
Blue pool
[Verse 2: Fred Schneider, Kate Pierson]
You're livin' in your own Private Idaho
Idaho
You're outta control, the rivers that roll
You fell into the water and down to Idaho
Get outta the state
Get outta the state you're in
You better beware

[Chorus: Kate Pierson, Kate Pierson & Cindy Wilson, Fred Schneider]
You're livin' in your own Private Idaho
You're livin' in your own Private Idaho
Keep off the patio
(Your own Private Idaho)
Keep off the path
(Your own Private Idaho)
(Woah, oh, woah-woah)
The lawn may be green but you better not be seen
Walkin' through a gate that leads you down
(Yeah)
Down to a pool fraught with danger
It's a pool full of strangers


[Verse 3: Kate Pierson, Fred Schneider]
Hey, you're livin' in your own Private Idaho
Where do I go from here to a better state than this?

Well, don't be blind to the big surprise
Swimmin' round and round like the deadly hand
Of a radium clock
at the bottom of the pool
[Bridge: Cindy Wilson, Kate Pierson, Kate Pierson & Cindy Wilson]
I-I-I-daho
I-I-I-daho
Woah oh oh woah oh oh woah oh oh
Ah-ah-ah-ah
Ah-ah-ah-ah

[Outro: Fred Schneider, All]
Get outta the state
Get outta the state
You're livin' in your own Private Idaho
Livin' in your own Private Idaho"
12248,12248,53198,Brite Eyes,Robbin Thompson Band,95,1980-10-18,,,,
12249,12249,53204,One Life To Live,Wayne Massey,92,1980-10-18,,,,"Like a song about a sailor
Like a morning painted gray
I played my songs in scenes of black and white

Cause I couldn't see the colors
And I couldn't find my way
Til you flooded all my senses
With your life
And you touched my life with love and made it right

We've got one life to live
Making two lives one by weaving them together
We've got one life to give
Waking up beside you, feeling like I do
Living my one life with you

Like a book without a story
All my days were blank and bare
My life was such a waste of precious time

Now we're filling all the pages
With a happiness we share
And our love is making every moment shine
Now my life's complete because it's yours and mine

We've got one life to live
Making two lives one by weaving them together
We've got one life to give
Waking up beside you‚ feeling like I do
Living my one life with you
One life to live
Making two lives one by weaving them together
We've got one life to give
Waking up beside you‚ feeling like I do
Living my one life with you"
12252,12252,53224,Love Theme From Shogun (Mariko's Theme),Meco,70,1980-10-18,,,,
12253,12253,53223,Who Were You Thinkin' Of,The Doolittle Band,73,1980-10-18,,,,
12256,12256,53358,Guilty,Barbra Streisand & Barry Gibb,68,1980-11-01,,,,
12271,12271,53463,Help Me!,Marcy Levy & Robin Gibb,74,1980-11-15,,,,
12274,12274,53485,Remote Control,The Reddings,94,1980-11-15,,,,
12278,12278,53471,Real People/Chip Off The Old Block,Chic,89,1980-11-15,,,,
12285,12285,53592,Killin' Time,Fred Knoblock & Susan Anton,77,1980-11-29,,,,
12287,12287,53589,Gypsy Spirit,Pendulum,98,1980-11-29,,,,
12296,12296,53689,I Can't Stop The Feelin',Pure Prairie League,78,1980-12-13,,,,"Before I met ya baby I don't know how I got along
Other lovers were just words to another lonely song
I was tired of singin' the same old tune for so long
You rewrote the melody.. now it feels just right for me

I... I can't stop this feelin'
... comin' over me
... I have finally found a feel for love
With just a touch of your love baby I feel it come again

Now I've finally found ya and our love's a growin' strong
Our love's a simple chorus just as words are to a song
Now you're lyin' next to me right where you belong
When I hold you close to me girl it feels just right for me

I... I can't stop this feelin'
... comin' over me
... I have finally found a feel for love
With just a touch of your love baby I feel it come again

Here it comes again

Can you feel it like I do
Can you feel it baby
I have never loved anyone like this before
Just a touch of your love baby brings me back for more
I... I can't stop this feelin'
... comin' over me
... I have finally found a feel for love
With just a touch of your love baby I feel it come again

I... I can't stop this feelin'
... comin' over me

I... I can't stop this feelin'
... comin' over me

I... I can't stop this feelin'
... comin' over me"
